"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_fruit_veg_jan","f_fruit_veg_feb","f_fruit_veg_mar","f_fruit_veg_apr","f_fruit_veg_may","f_fruit_veg_jun","f_fruit_veg_jul","f_fruit_veg_aug","f_fruit_veg_sep","f_fruit_veg_oct","f_fruit_veg_nov","f_fruit_veg_dec","f_fruit_veg_weight_jan","f_fruit_veg_weight_feb","f_fruit_veg_weight_mar","f_fruit_veg_weight_apr","f_fruit_veg_weight_may","f_fruit_veg_weight_jun","f_fruit_veg_weight_jul","f_fruit_veg_weight_aug","f_fruit_veg_weight_sep","f_fruit_veg_weight_oct","f_fruit_veg_weight_nov","f_fruit_veg_weight_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,2.64636065817492,0.764969784029824,0.3326656394453,0.337407929791569,0.34176245210728,0.34754311747478,0.346067077756054,0.364828566914205,0.372453498671391,0.363285024154589,0.345268542199488,0.32196261682243,0.331425685911463,0.342290267145758,0.435912126786106,0.425737014447891,0.437521145177521,0.440813753605005,0.422707700643204,0.459239453633571,0.467538383493286,0.448791707835173,0.41417855197532,0.406981995359988,0.440520954207526,0.448199004899856
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,2.63574472312327,0.761901090607916,0.365937859608746,0.362196932211776,0.381425378693817,0.351672862453532,0.381207400194742,0.358987738064179,0.398591869180104,0.339795918367347,0.378780718336484,0.369797225186766,0.364349472545307,0.347617907589179,0.456575679655996,0.455310115353267,0.457239052692143,0.458063024502494,0.450894606202516,0.4346725203569,0.440320949020999,0.39965791826925,0.475858644101952,0.463937298360671,0.464786946814347,0.443289913628296
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,2.73167110598593,0.789630033809416,0.280113815997471,0.277229467747621,0.272502319826786,0.289109912339852,0.282974427994616,0.291560536593649,0.318791946308725,0.282007800576564,0.270689959414152,0.24608231444808,0.279243870484746,0.25204765450484,0.397570214254109,0.397450217579912,0.372585260259298,0.419993761584859,0.375669776513733,0.368366819152606,0.384465131682351,0.373302090314809,0.374045658909877,0.349877959907437,0.393181451736034,0.393784850211716
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,2.74875538117434,0.794568496849521,0.288131198548,0.294126167885855,0.294717925678711,0.313871579517746,0.303012671321438,0.318701263780586,0.316471358905306,0.288667141838917,0.311884057971014,0.317430813713342,0.300478065241845,0.296847032906512,0.359685526061408,0.384047547073334,0.396157191331765,0.407687395241127,0.364345376583142,0.391363611376255,0.390169249375204,0.365422542400917,0.388410005842767,0.395874202794369,0.393186909914691,0.417091477735551
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,2.71269236416487,0.78414394710118,0.26424564511367,0.267004112622588,0.266253034799029,0.28027027027027,0.289774107359728,0.277225321367936,0.249879168680522,0.271228771228771,0.281426448736999,0.275615340583858,0.28156887755102,0.258983347940403,0.399857152901541,0.371595045223871,0.36178468472753,0.379904891039343,0.410380914743694,0.344559958977961,0.318762450465343,0.376536234177276,0.322961539401145,0.318669187969031,0.314639874457132,0.347305526194928
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,2.66153190671062,0.769355258352822,0.230905861456483,0.259206798866856,0.287598204264871,0.234915526950925,0.268477728830152,0.251197445449707,0.26848512173129,0.246630727762803,0.252160953800298,0.223218862121989,0.269826800364631,0.262433052792655,0.322321681939006,0.349678677598055,0.359385050069398,0.303517846592627,0.380087328146393,0.339596468526714,0.370697931516015,0.36205879178811,0.320774423449458,0.315602134987328,0.355277374974852,0.370073355914256
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,2.76204754758435,0.798410794624217,0.182942708333333,0.199707388441843,0.198240866035183,0.180546302465023,0.234962406015038,0.19202518363064,0.191958495460441,0.189917127071823,0.188524590163934,0.187651331719128,0.211673699015471,0.199239956568947,0.238642395376299,0.355051950838961,0.354590308932115,0.321697273054822,0.317475943289617,0.301393665502618,0.300224350971858,0.25770393934829,0.291792372206533,0.308807979662935,0.334451978767359,0.314013698194598
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,2.63033927121638,0.760338564591283,0.255113855654188,0.214737793851718,0.229536152796726,0.248898678414097,0.265480670543962,0.269164065209851,0.224337185588035,0.249197860962567,0.269331016507385,0.270112975008559,0.279844137442437,0.265172225259705,0.356840772818121,0.26397511076341,0.298363302056514,0.347000669810444,0.295143753664902,0.302829797779093,0.259862206926932,0.299036706710499,0.334345164994694,0.348750151029922,0.327668571127729,0.387952054606968
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,2.74178566990863,0.792553798473013,0.275759084121453,0.27637645782479,0.238832043923135,0.262287221289858,0.291762013729977,0.277328541479485,0.264050235478807,0.245765321835541,0.282748948106592,0.287657597876576,0.239460953697305,0.248504784688995,0.355899226915872,0.335782859689959,0.353945007288922,0.370806041250806,0.358036752098657,0.34322669096289,0.34405922079371,0.300920620850436,0.344020580057275,0.341461931500865,0.320107182152034,0.340683342362073
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,2.79657330195027,0.808390975813498,0.225174360677516,0.19485580670304,0.219824679703304,0.228794642857143,0.227678571428571,0.253481102585962,0.223693143245078,0.22165152113789,0.230871295886776,0.189230185817217,0.226266601082145,0.223427331887202,0.293515213776596,0.293685058703196,0.29960439143518,0.338202189087974,0.28914584022386,0.323469734698697,0.311690699825457,0.321320250026363,0.3398656861559,0.252447977257834,0.365937953056645,0.388161493315462
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,2.65820283783549,0.768392941636632,0.251669783596046,0.232394366197183,0.312583847598605,0.305318269495729,0.266911258885577,0.280619773733399,0.298383021728146,0.259029927760578,0.285867524805578,0.276060191518468,0.29133409350057,0.256707144874329,0.357534369884766,0.322192588009259,0.365678453894989,0.378071655358911,0.354162423415042,0.320469414337059,0.358904158098977,0.3220851498548,0.337964307864882,0.318461197412851,0.392090762421716,0.377648021455741
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,2.82999919284284,0.818053225158879,0.182868142444658,0.251923076923077,0.223433242506812,0.265560165975104,0.238983050847458,0.269749518304432,0.270588235294118,0.272197962154294,0.191818181818182,0.224039829302987,0.2,0.248516320474777,0.346396568258453,0.326173491050821,0.320403913127177,0.348690384937803,0.231820373574441,0.314084759787074,0.336963677502329,0.381425599092086,0.273933543336525,0.371895041775314,0.343343666078814,0.453537981395451
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,2.81811704201549,0.814618513293689,0.207547169811321,0.208171206225681,0.271872060206961,0.224049331963001,0.22617680826636,0.238747553816047,0.203208556149733,0.243788819875776,0.256696428571428,0.226343679031037,0.22241529105126,0.264532434709351,0.31040677170546,0.276271932383735,0.370557437079194,0.338162929375844,0.281719387394945,0.319628150760214,0.285680557599067,0.357576897432431,0.302126536715404,0.312413972537088,0.307288865234265,0.347589092247351
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,2.62900314822062,0.759952338429574,0.301767676767677,0.283926218708827,0.286675639300135,0.326413743736578,0.283496262219666,0.280116959064327,0.280495759947815,0.282638888888889,0.307942708333333,0.332066869300912,0.281035795887281,0.280223619846261,0.36518404186405,0.313697362063406,0.2854631446917,0.421417045811348,0.32438795892939,0.304271508942691,0.350418038278906,0.345321274542827,0.297807216690131,0.400755865182628,0.403324976079566,0.430369881113189
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,2.73782004818344,0.791407476717777,0.216363636363636,0.223809523809524,0.2,0.234375,0.212257100149477,0.264075067024129,0.247088186356073,0.240566037735849,0.247940691927512,0.233962264150943,0.187437686939182,0.198697068403909,0.322497871219266,0.374531835205992,0.309893883604982,0.324265777740383,0.312690811578261,0.413610666313587,0.299301770971138,0.346835562873401,0.340886248046567,0.319723312718109,0.280643470828588,0.323826908447012
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,2.77061532251689,0.800887436997024,0.289209787404733,0.27046783625731,0.243791641429437,0.245502645502646,0.261852662290299,0.279802581624905,0.253121452894438,0.229247311827957,0.25009458948165,0.24,0.276727397731179,0.277475168215316,0.377437732497972,0.391571498139896,0.35072084247847,0.368139817928717,0.363540246940338,0.360155189403732,0.325293734934958,0.307628757753782,0.33734640201987,0.340441815289776,0.386993409708529,0.415583527558782
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,2.86987916756512,0.829581123125537,0.232704402515723,0.228614307153577,0.239009816474605,0.24272770624702,0.25890826383624,0.245026686074721,0.237715803452855,0.215676229508197,0.227097396335583,0.202651515151515,0.215105740181269,0.226976744186046,0.388055085484353,0.358966760866238,0.344815865948371,0.367784167455525,0.360031888986828,0.388932965228462,0.36998913490016,0.307357692822799,0.345164430588514,0.280093221628884,0.326923186758583,0.361039710575919
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,2.85151288466212,0.824272076748074,0.237062066512538,0.220607235142119,0.245450374675027,0.240490607048595,0.238628602649911,0.253112033195021,0.242117301094592,0.257586576222778,0.241409384266527,0.248126561199001,0.26309564041906,0.23120865904991,0.348345946074216,0.336125731150868,0.33724534112145,0.347335748220959,0.305735731615058,0.329009685699842,0.305194389398338,0.326949542455063,0.317418285778622,0.318144141114914,0.352204502288906,0.333870553840255
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,2.80044077495585,0.809508926226144,0.243478260869565,0.244931062449311,0.220797720797721,0.239517819706499,0.218545929473226,0.259490379615185,0.244154431756389,0.221804511278195,0.226190476190476,0.198107255520505,0.189579684763573,0.212650853100291,0.34682351163725,0.305321002666457,0.315427875943039,0.334100275679075,0.284499625757632,0.330392101440032,0.292885657406965,0.301953152190682,0.287433955347617,0.254021388596255,0.252283582701362,0.279036784663785
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,2.86050526697746,0.826871458180242,0.228017385489803,0.233201581027668,0.21438127090301,0.244467496542185,0.239884393063584,0.234958111195735,0.245697896749522,0.227636363636364,0.215626066189014,0.201826196473552,0.216164817749604,0.229487503155769,0.328347767779094,0.338849624851592,0.319719844064917,0.320429126818786,0.331252502443205,0.322671773960625,0.309000444918766,0.287623017397163,0.312176348766602,0.303258223598641,0.33480016687969,0.362418568397512
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,2.77239333064868,0.801401396608832,0.30026455026455,0.377091377091377,0.295210166177908,0.263351749539595,0.263254113345521,0.256122448979592,0.268090154211151,0.322459222082811,0.254603682946357,0.195620437956204,0.294191919191919,0.276841171251109,0.346513103817636,0.43319068301092,0.326960859303518,0.303621528726857,0.362909384608618,0.279831167046273,0.401620964439665,0.392907090562692,0.371208587648925,0.32244275193057,0.377896411893107,0.449554744276502
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,2.81289206557751,0.813108156387127,0.22096563723358,0.230968045112782,0.233473980309423,0.234305227213029,0.223963703856465,0.286324786324786,0.242695570216777,0.202444987775061,0.22095615556106,0.240939044481054,0.24809483488569,0.22707423580786,0.348540666697899,0.319845694576303,0.346483338595054,0.330220278840779,0.316005041006363,0.362492276541461,0.389653220712016,0.306298715311061,0.324119663666004,0.330244555740121,0.349335998836161,0.341607909372797
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,2.72905981619385,0.788875201779202,0.25320813771518,0.257683215130024,0.261241379310345,0.278969957081545,0.279480037140204,0.334320500164528,0.298400261181848,0.292025862068966,0.2841973766396,0.247366837195305,0.272249781149694,0.237118209372814,0.366257444432361,0.391818710594999,0.34225668348879,0.409542327954361,0.365973981168599,0.438717332806583,0.401978961853091,0.398385275826082,0.39259646326604,0.359710941767482,0.381756622139126,0.360609971050544
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,2.79739844745571,0.808629496355714,0.267332224070993,0.256045949214027,0.228957120169402,0.244659641127884,0.26280193236715,0.241269841269841,0.225331001748689,0.231669266770671,0.230074388947928,0.244784731469152,0.232965009208103,0.245018300122001,0.403036176413022,0.38383991419672,0.317393597652541,0.358828388712133,0.386062143067338,0.333168284950634,0.322471301812546,0.334868992797266,0.321124805080887,0.316473096477394,0.334570530183286,0.378585492111716
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,2.83586143428416,0.819747792962947,0.256456728590847,0.275687957586468,0.260461144321093,0.261081344374087,0.248040571692024,0.263888888888889,0.254694057874972,0.243167028199566,0.243879472693032,0.244178728760227,0.236135563380282,0.224482037635431,0.350453339987376,0.413963728695596,0.352034123326288,0.37944486706498,0.349482143276521,0.360393719657156,0.336585829298502,0.328541598223674,0.354098556220692,0.357477802359614,0.336052905415946,0.356560497647557
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,2.84440956228492,0.822218756098829,0.250344510794672,0.231144116964493,0.222623089983022,0.23265484788794,0.231476163124641,0.24734693877551,0.255009491668424,0.226198997852541,0.255388180764774,0.217303005686434,0.24521954674221,0.264659113496323,0.360744562339033,0.318335275405105,0.324376498865297,0.381218140131457,0.319402608841803,0.319069676520475,0.332094146017908,0.345366874873954,0.354332163596203,0.30342265715093,0.324288588775003,0.362834115533857
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,2.83073449174905,0.818265774209493,0.269946469538618,0.283003523990241,0.229667519181586,0.267110841913992,0.2625,0.283303730017762,0.268851585398348,0.217231897341888,0.244767970882621,0.246639574867146,0.266951566951567,0.228775913129319,0.359972018321346,0.384918735230862,0.35389400761459,0.36979890169249,0.330434665935167,0.397708515080133,0.382650573473149,0.323245838764481,0.346571398651357,0.334337772734253,0.367045231378665,0.388175015366535
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,2.8487429055218,0.823471373208973,0.269417475728155,0.236555479918312,0.320799761265294,0.266497461928934,0.297427652733119,0.265977096416697,0.260814249363868,0.280783582089552,0.268029528676888,0.294343240651965,0.300031416902293,0.259097127222982,0.372546523064263,0.331500642867103,0.36747819041266,0.363784613509679,0.325433714808968,0.32650227265712,0.317608116778043,0.342700961545117,0.337053629949813,0.339842797600285,0.365996266516567,0.368845672572953
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,2.65039693846749,0.766136530691566,0.274358974358974,0.263480392156863,0.303535353535354,0.327475102519039,0.31029263370333,0.317789291882556,0.264472190692395,0.290767386091127,0.256032960565038,0.32171226831421,0.253985122210415,0.260483297796731,0.37054100613145,0.345116636453502,0.413149190642227,0.440772878524819,0.383214439808687,0.385393164604892,0.360790629839478,0.291731754033262,0.313259398196875,0.404983451076086,0.307133547769695,0.385790182755452
"30","E01000049",0.134766208581011,3.2313870690505,0.79056059823703,2.79293951776521,0.807340576619167,0.236026828489301,0.237526352775826,0.249190938511327,0.265074626865672,0.245521069896543,0.240601503759399,0.22613229064842,0.218073188946975,0.229766803840878,0.233513513513513,0.23645474475415,0.205409748259239,0.383636118980935,0.388373126489719,0.370478428261482,0.416150249661221,0.374469596748684,0.327211261241878,0.360497083912398,0.358242877855715,0.339019803842773,0.33513886872365,0.330999499612866,0.317484344257291
"31","E01000050",0.125393804141255,3.32512262363324,0.81349305248145,2.69971025576329,0.780391276190835,0.275799418604651,0.244108983799705,0.26890756302521,0.241273494438051,0.262492093611638,0.292112299465241,0.272630457933972,0.270930650377291,0.256335687577898,0.274587221823403,0.229558373414954,0.221762270845653,0.431554751965011,0.356147700239785,0.383004785876905,0.387738436093797,0.423217050653178,0.44124528308045,0.415425626772056,0.393255513809047,0.29933948205936,0.322129934944069,0.278679582155053,0.306013329434445
"32","E01000052",0.183548863753238,3.33415820011913,0.815703611167074,2.81780937043968,0.814529576263063,0.264717425431711,0.264506405425772,0.275171232876712,0.272056356927206,0.280809031044215,0.302215189873418,0.261237897648686,0.269540891887445,0.28394355453852,0.274831419719337,0.265004985044865,0.264762826718296,0.362342247715994,0.368247758028791,0.353251169236817,0.392400314143231,0.37588043502856,0.37768491507806,0.344858341130243,0.340550598750287,0.370231578462697,0.352342712267289,0.365177839493861,0.37720846932011
"33","E01000055",0.12947937386299,3.32860262437344,0.814344436549111,2.81515657688577,0.813762746955145,0.23289246693502,0.223660977045321,0.233062330623306,0.26265664160401,0.256505576208178,0.239909297052154,0.217122227952553,0.221707818930041,0.214093598708983,0.193203883495146,0.212658227848101,0.220253164556962,0.338573875984314,0.322199304672184,0.360224364673774,0.371095178235026,0.352660804339686,0.322724314635893,0.340662925292427,0.328067019723324,0.312974147604238,0.305249600998936,0.348716092906405,0.350689930963411
"34","E01000057",0.0858003517360965,3.29567324633718,0.806288246360925,2.74953129794509,0.794792787096095,0.226638477801269,0.232797427652733,0.260945709281961,0.251128668171558,0.263322884012539,0.260321100917431,0.246471226927253,0.264458169567659,0.236559139784946,0.254120148856991,0.262817053426875,0.252558139534884,0.305014366697344,0.311281430253863,0.370892590324704,0.381015015714119,0.360760501965473,0.398630636992556,0.379670940243559,0.374997185773324,0.327033104197897,0.359378230786044,0.376534187806009,0.370098532281384
