"","area_id","representativeness_norm","h_items","h_items_norm","f_water_jan","f_water_feb","f_water_mar","f_water_apr","f_water_may","f_water_jun","f_water_jul","f_water_aug","f_water_sep","f_water_oct","f_water_nov","f_water_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,0.0147919876733436,0.0178655383168782,0.0111877394636015,0.0208265538561666,0.0249661603248609,0.0169063043134776,0.0225863596102746,0.0138486312399356,0.0157965999699112,0.0151090342679128,0.0222184817370813,0.0209342290267146
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,0.0220943613348677,0.0286986640277091,0.0248323814253787,0.0297397769516729,0.0211781888997079,0.0187842421080094,0.0206677265500795,0.026530612244898,0.0302457466918715,0.0261472785485592,0.0143359480659995,0.0227435958822121
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,0.0241858994625356,0.0202678886147339,0.0216517166718218,0.0273095077545516,0.0255720053835801,0.0256410256410256,0.0253355704697987,0.0215363744276751,0.0255867301923416,0.0225589805407267,0.0220849709900805,0.022524199553239
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,0.031762494328126,0.0258564496270008,0.0240035941210449,0.0259414792739095,0.0278639772433411,0.0312584027964507,0.0272945629230657,0.0303318286212085,0.0306521739130435,0.0292578824177337,0.0285433070866142,0.0296709348753958
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,0.0389725420726306,0.0382790256248023,0.0418127866199083,0.0294594594594595,0.0466358999271314,0.0337133155469318,0.0461575640405993,0.0332167832167832,0.0368499257057949,0.0372066399542072,0.0436862244897959,0.0385626643295355
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,0.040091347373763,0.0573654390934844,0.0406846240179574,0.0501474926253687,0.0467449828683309,0.0665247472059606,0.0547790802524797,0.0557951482479784,0.0453055141579732,0.0468990261404408,0.0382862351868733,0.0395307319561336
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,0.0579427083333333,0.0468178493050476,0.0561569688768606,0.0473017988007995,0.0361842105263158,0.0739769150052466,0.0479896238651102,0.0428176795580111,0.0630517023959647,0.0272397094430993,0.0436005625879044,0.0217155266015201
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,0.0351215746815901,0.0433996383363472,0.050818553888131,0.052496328928047,0.0485802257954157,0.0516822754075616,0.0778382053025153,0.0549019607843137,0.054735013032146,0.0393700787401575,0.0361317747077577,0.0434663750683434
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,0.0420607267297163,0.0404122592893952,0.0474170202146244,0.055861903620235,0.0405034324942792,0.0643905360886493,0.0514913657770801,0.0391130274099169,0.0345021037868163,0.0298606502986065,0.0231513476157567,0.0328947368421053
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,0.0318830953171704,0.0346843335931411,0.0347269049224545,0.0316220238095238,0.038265306122449,0.0525717533390168,0.0465037338764426,0.0438561833267483,0.0406899601946042,0.0420932878270762,0.044761436301033,0.0419378163412871
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,0.0427464600587764,0.0295774647887324,0.0257579822913872,0.0380270046844861,0.0497592295345104,0.0509099852434825,0.0378979282465892,0.0353457172342621,0.027621346205417,0.0372093023255814,0.0287913340935006,0.0465970064953403
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,0.0471607314725698,0.0423076923076923,0.0426884650317893,0.0273858921161826,0.023728813559322,0.0317919075144509,0.0787330316742081,0.0647743813682678,0.0563636363636364,0.0277382645803698,0.0225225225225225,0.0385756676557863
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,0.0270713699753897,0.0223735408560311,0.0301034807149577,0.0246659815005139,0.0309988518943743,0.0352250489236791,0.0366692131398014,0.0302795031055901,0.0357142857142857,0.0295230885692657,0.0338835794960904,0.046335299073294
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,0.0296717171717172,0.0671936758893281,0.0551816958277254,0.047244094488189,0.039102932719954,0.0362573099415205,0.0619699934768428,0.0381944444444444,0.0416666666666667,0.0265957446808511,0.0327494287890328,0.0314465408805031
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,0.0418181818181818,0.0428571428571429,0.0433070866141732,0.059375,0.0358744394618834,0.0482573726541555,0.040765391014975,0.0660377358490566,0.0378912685337726,0.0509433962264151,0.0498504486540379,0.0333876221498371
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,0.0348977135980746,0.0361842105263158,0.0484554815263477,0.0659611992945326,0.0320933625091174,0.0417615793470008,0.0389708664396519,0.0361290322580645,0.0348089292470677,0.0348275862068965,0.0391887246476452,0.0349247036206344
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,0.0395327942497754,0.0475237618809405,0.0315834400341443,0.033381020505484,0.0269143290371494,0.0499757399320718,0.0402833111996459,0.0379098360655738,0.0433944069431051,0.0544507575757576,0.0507552870090634,0.046046511627907
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,0.0425040014227281,0.0478036175710594,0.0480195748585411,0.0619469026548672,0.0657014069116241,0.0613515115589804,0.0571801993138376,0.0523027490182078,0.0603523460666318,0.0569525395503747,0.042919905373437,0.0523150932050511
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,0.0213768115942029,0.0283860502838605,0.0441595441595442,0.0178197064989518,0.0326512842838485,0.0291211648465939,0.0413268080478521,0.0354457572502685,0.0243764172335601,0.0170347003154574,0.0166374781085814,0.0266333749479817
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,0.0347709796054831,0.0241106719367589,0.0270903010033445,0.0504840940525588,0.0300578034682081,0.0434120335110434,0.0331421287444232,0.0334545454545455,0.0334356874786762,0.0314861460957179,0.0234548335974643,0.0323150719515274
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,0.0277777777777778,0.0308880308880309,0.0332355816226784,0.0699815837937385,0.0420475319926874,0.0448979591836735,0.0403321470937129,0.0351317440401506,0.0392313851080865,0.0291970802919708,0.0340909090909091,0.0514640638864241
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,0.0424097433666812,0.0345394736842105,0.0407876230661041,0.0449172576832151,0.0451639513301712,0.0534188034188034,0.0513666352497644,0.0513447432762836,0.0435967302452316,0.0418039538714992,0.03076488851256,0.0432522353919734
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,0.0422535211267606,0.0288416075650118,0.0297931034482759,0.0346413243408952,0.0430207366140514,0.0447515630141494,0.0404831864185439,0.0323275862068966,0.0337289194253592,0.0291904905206139,0.0312226437117012,0.0284448589414782
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,0.0299500831946755,0.0423216444981862,0.0457914240338804,0.0404443178581601,0.0543478260869565,0.0526455026455026,0.0477142143392456,0.0353614144565783,0.0448990435706695,0.0312916111850866,0.0359116022099447,0.0370069133794225
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,0.0301314000906208,0.0277707649583438,0.0350128095644748,0.031660983925962,0.037344398340249,0.0455373406193078,0.0388778440468301,0.0290672451193058,0.0343691148775895,0.0234948604992658,0.0233274647887324,0.035924729138947
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,0.0388148828663298,0.0478069157577164,0.0443548387096774,0.0509958415408186,0.0564809496457974,0.0489795918367347,0.0653870491457498,0.061321880219518,0.0442641946697567,0.0483346872461414,0.0398371104815864,0.0410455177897038
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,0.0323731837879174,0.0360531309297913,0.0462915601023018,0.0348273773470624,0.0421511627906977,0.0441089402013025,0.0341060484945377,0.0329972502291476,0.0400363967242948,0.0365739293529228,0.060968660968661,0.0377591312931886
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,0.0309466019417476,0.0343771272974813,0.0373022978215458,0.0333121827411168,0.0289389067524116,0.0362024381233838,0.0365776081424936,0.0326492537313433,0.0258375922771153,0.0284435922019815,0.0279610430411561,0.0341997264021888
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,0.0528205128205128,0.0459558823529412,0.0444444444444445,0.0304628002343292,0.0322906155398587,0.0500863557858377,0.0675368898978434,0.0491606714628297,0.0394349617422013,0.0383936451897617,0.0393198724760893,0.0493958777540867
"30","E01000049",0.134766208581011,3.2313870690505,0.79056059823703,0.0380070265091025,0.0305692199578356,0.0315533980582524,0.0370149253731343,0.0572798385061822,0.0300751879699248,0.0622352557836429,0.0403286034353995,0.0315500685871056,0.0235135135135135,0.0250548073911682,0.0345474022495983
"31","E01000050",0.125393804141255,3.32512262363324,0.81349305248145,0.0214389534883721,0.0294550810014728,0.0332480818414322,0.0410433448408132,0.047438330170778,0.0421122994652406,0.0450834220802272,0.0208408192597916,0.0290818446198588,0.033381191672649,0.0227372103191954,0.036073329390893
"32","E01000052",0.183548863753238,3.33415820011913,0.815703611167074,0.0453296703296703,0.0305199698568199,0.0407534246575343,0.0419322375041932,0.0404515522107244,0.055028129395218,0.0580912863070539,0.0500246832318578,0.03813882532418,0.0295243302351011,0.0317048853439681,0.0358180058083253
"33","E01000055",0.12947937386299,3.32860262437344,0.814344436549111,0.0293271995399655,0.0247204237786933,0.016260162601626,0.0220551378446115,0.0311338289962825,0.0458049886621315,0.036616812790098,0.0308641975308642,0.0333512641204949,0.0233009708737864,0.0415189873417722,0.0434599156118143
"34","E01000057",0.0858003517360965,3.29567324633718,0.806288246360925,0.0397463002114165,0.0270096463022508,0.0256859311150029,0.031038374717833,0.0237348858038513,0.0338302752293578,0.0380021715526602,0.0190903986524424,0.0403225806451613,0.0223285486443381,0.0356179168915272,0.0330232558139535
"35","E01000058",0.096451961022654,3.2936395268394,0.805790695783277,0.0367705835331735,0.0307553143374039,0.0523210070810386,0.0376712328767123,0.0392841553906591,0.0602968460111317,0.045841784989858,0.0376372190277052,0.0489749430523918,0.0399379604497867,0.0307057745187901,0.0241967473224911
"36","E01000065",0.123163552357399,3.33260028057072,0.815322465304978,0.0467997247075017,0.0433179723502304,0.0355239786856128,0.0560538116591928,0.0329153605015674,0.0574374079528719,0.0427631578947368,0.0253846153846154,0.0411552346570397,0.0522620904836193,0.0483128834355828,0.0321167883211679
"37","E01000066",0.173264196767444,3.28853831069503,0.804542680488095,0.0382217847769029,0.0393386545039909,0.0424273157538878,0.0358480470840021,0.0339352428393524,0.0467576791808874,0.0377619954962758,0.0383102445698649,0.0412710007304602,0.04244910841092,0.0376353630392331,0.0376839721817888
"38","E01000067",0.173847613834745,3.27247273903993,0.800612229673235,0.0513922631283872,0.038876404494382,0.053765490943756,0.0423068827615239,0.0566593083149375,0.0748449069441665,0.0590582601755786,0.0460686600221484,0.0536849540852366,0.0493608652900688,0.0398841354723708,0.0476472914195334
"39","E01000068",0.246742333239814,3.29445854871421,0.805991069928954,0.0219625226677413,0.0186585980837115,0.030601326770811,0.0389727416084704,0.0304609218436874,0.0354944604021338,0.0337941628264209,0.0290937684293297,0.021689497716895,0.0263799600975393,0.0297004132231405,0.0353582847470378
"40","E01000069",0.19898979185242,3.23956243140695,0.792560705069548,0.031206975676916,0.0253045923149016,0.0287286063569682,0.0278141361256544,0.0399938940619753,0.0404465062336909,0.0345423143350604,0.0385674931129477,0.0353674445571822,0.0327514290128225,0.0394760778606513,0.0330775337390844
"41","E01000070",0.185937384592308,3.21993104885039,0.787757876684556,0.0266314291522667,0.0342697748555489,0.03886925795053,0.0282795110381317,0.0421067455287988,0.0432298609788612,0.0423308537017357,0.0403225806451613,0.0340701683228554,0.0328981723237598,0.0326923076923077,0.0334249746780495
"42","E01000071",0.205398608725504,3.23246715055903,0.790824840763625,0.0389349745785389,0.033485093258922,0.0333333333333333,0.0345167652859961,0.0305161656267725,0.045103616416091,0.0392770246784845,0.0378565033891802,0.0332287672824445,0.0299102691924227,0.0267073170731707,0.0302378542510122
