"","area_id","representativeness_norm","h_items","h_items_norm","f_beer_jan","f_beer_feb","f_beer_mar","f_beer_apr","f_beer_may","f_beer_jun","f_beer_jul","f_beer_aug","f_beer_sep","f_beer_oct","f_beer_nov","f_beer_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,0.012326656394453,0.0126939351198872,0.0101149425287356,0.0167588675561341,0.0181982252970371,0.0170643071575288,0.0206672571597284,0.0159420289855072,0.015044380923725,0.014018691588785,0.0122874936879313,0.0107795656928605
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,0.00805523590333717,0.00915388421573479,0.00993295257015148,0.0267657992565056,0.0172833495618306,0.0213931646230107,0.0220304337951397,0.0214285714285714,0.0309546313799622,0.0202774813233725,0.0210981877197728,0.0248982523342112
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,0.0219728106228264,0.026612618963694,0.0310856789359728,0.0332097100472016,0.03314266487214,0.0275089149261335,0.0278523489932886,0.0323893505172121,0.0291159343568025,0.026175305665576,0.038742279618192,0.0443037974683544
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,0.0123808906462695,0.0109364814948939,0.0168795327642642,0.0172717420753183,0.0216576157227825,0.0157972573272385,0.0171773782662494,0.0190860853726142,0.0168115942028986,0.0146633622470054,0.0176462317210349,0.0172105190692551
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,0.0132860938883968,0.00664346725719709,0.00620447801456704,0.00459459459459459,0.00898712654845761,0.00873150618481688,0.0123247945867569,0.0132367632367632,0.00564635958395245,0.00372066399542072,0.00510204081632653,0.00810692375109553
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,0.00431362598325298,0.00601983002832861,0.00336700336700337,0.0107267363904532,0.00562897699461576,0.00718467269824375,0.00946798917944094,0.0102425876010782,0.00596125186289121,0.0107637109174782,0.00546946216955333,0.0119867380770212
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,0.00325520833333333,0.000731528895391368,0.0040595399188092,0.00866089273817455,0.00516917293233083,0.00734522560335782,0.0012970168612192,0.00759668508287293,0.00882723833543506,0.0121065375302663,0.0288326300984529,0.0385450597176982
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,0.012736395214203,0.00678119349005425,0.00784447476125512,0.00844346549192364,0.0112897707834417,0.00589663544918488,0.0112168592794018,0.00392156862745098,0.00477845351867941,0.0126668948990072,0.00602196245129295,0.010388190267906
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,0.00796416127426581,0.00840791971792785,0.0162216121786873,0.0131862862622872,0.0100686498855835,0.0134770889487871,0.0150706436420722,0.0104712041884817,0.005890603085554,0.00895819508958195,0.0055286800276434,0.0161483253588517
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,0.0162736632348057,0.00974279033515199,0.0124747134187458,0.0122767857142857,0.0159438775510204,0.0144927536231884,0.0607603530210455,0.0122481232714342,0.0119416187527643,0.0189609404626469,0.0191834727004427,0.0195227765726681
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,0.0117552765161635,0.00647887323943662,0.00912261872819962,0.00744006613392119,0.0112359550561798,0.0110673880964092,0.0229914098029308,0.0121259029927761,0.00831322070260123,0.0125854993160055,0.0102622576966933,0.0135554927986445
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,0.0423484119345525,0.0221153846153846,0.0108991825613079,0.0107883817427386,0.0177966101694915,0.00963391136801541,0.016289592760181,0.0152838427947598,0.0154545454545455,0.0106685633001422,0.00900900900900901,0.0178041543026706
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,0.00574241181296144,0.00486381322957199,0.013170272812794,0.013360739979445,0.0287026406429392,0.00489236790606654,0.0221543162719633,0.0131987577639752,0.0100446428571429,0.00529901589704769,0.00347523892267593,0.0058972198820556
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,0.0157828282828283,0.00263504611330698,0.00471063257065949,0.00644237652111668,0.0172512938470385,0.0134502923976608,0.00848010437051533,0.00555555555555556,0.00911458333333333,0.0060790273556231,0.0114242193450114,0.00559049615653389
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,0.0281818181818182,0.0214285714285714,0.0173228346456693,0.01953125,0.0171898355754858,0.0100536193029491,0.0149750415973378,0.0179245283018868,0.0214168039538715,0.0132075471698113,0.0159521435692921,0.0211726384364821
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,0.00441235459286001,0.00475146198830409,0.00908540278619019,0.00211640211640212,0.00948212983223924,0.00873196659073652,0.00756715853197125,0.0120430107526882,0.0124858115777526,0.00655172413793103,0.00515641113784806,0.00929189362383851
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,0.00449236298292902,0.00450225112556278,0.00298762270593256,0.00572246065808298,0.00796057619408643,0.0189228529839884,0.00752545374059318,0.00358606557377049,0.00289296046287367,0.00378787878787879,0.00483383685800604,0.0130232558139535
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,0.00818068646629913,0.00726744186046512,0.00627007187643371,0.00745225896599907,0.00969812867094659,0.00933609958506224,0.0181342917823885,0.00785433773652267,0.00837257980115123,0.00732722731057452,0.0052382561676242,0.0090198436560433
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,0.00579710144927536,0.0048661800486618,0.00759734093067426,0.00524109014675052,0.0065302568567697,0.00416016640665627,0.0168569874932028,0.0123523093447905,0.00963718820861678,0.0176656151419558,0.0118213660245184,0.00957136912193092
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,0.0113674356402541,0.0181818181818182,0.0264214046822742,0.00864453665283541,0.0208092485549133,0.0262757044935263,0.0274059910771192,0.0225454545454545,0.0208120095530536,0.0286523929471033,0.01743264659271,0.0242363039636455
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,0.00925925925925926,0.00643500643500644,0.010752688172043,0.00368324125230203,0.0347349177330896,0.00714285714285714,0.0118623962040332,0.0150564617314931,0.00880704563650921,0.00291970802919708,0.0101010101010101,0.0177462289263531
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,0.0202261852979556,0.0169172932330827,0.0174804098854732,0.0178618334646703,0.018560527943906,0.0329059829059829,0.0245051837888784,0.0295843520782396,0.0255139955412435,0.0152388797364086,0.0177815410668925,0.0193387398627573
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,0.00688575899843505,0.00756501182033097,0.0102068965517241,0.0144083384426732,0.0120705663881151,0.0134912800263244,0.0189356839699641,0.0150862068965517,0.0206121174266084,0.0156485103821848,0.0093376130726583,0.0139892748892516
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,0.00443704936217415,0.00665054413542926,0.00847008999470619,0.0113927655938479,0.00990338164251208,0.0126984126984127,0.0172370721958531,0.0111804472178887,0.0087672688629118,0.00377274744784731,0.00951503990178023,0.010980073200488
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,0.0031717263253285,0.00479676849280485,0.00725875320239112,0.0119337554797857,0.00668510834485938,0.00956284153005464,0.0106030483764082,0.0112798264642082,0.00635593220338983,0.0092301237675687,0.00704225352112676,0.0153963124881201
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,0.0114836931557189,0.00858667904386168,0.00933786078098472,0.0109433136353688,0.00861573808156232,0.00938775510204082,0.0143429656190677,0.0114531138153185,0.0136732329084589,0.0190901705930138,0.00761331444759207,0.016994633273703
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,0.00509813917919959,0.00840336134453781,0.0163682864450128,0.015748031496063,0.015406976744186,0.0106571936056838,0.0173194777511324,0.0210815765352887,0.0166818319684562,0.0215692403876211,0.0133903133903134,0.0108588351431392
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,0.010618932038835,0.00816882232811436,0.00925096985974336,0.00697969543147208,0.0163987138263666,0.0199482822312523,0.0143129770992366,0.0146144278606965,0.00795002839295855,0.00926813678491531,0.00534087338988376,0.0155950752393981
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,0.0107692307692308,0.0116421568627451,0.00808080808080808,0.0199179847685999,0.00958627648839556,0.0189982728842832,0.0153234960272418,0.0197841726618705,0.0206003531489111,0.0123565754633716,0.0159404888416578,0.0174129353233831
"30","E01000049",0.134766208581011,3.2313870690505,0.79056059823703,0.00606834877036091,0.00456781447645819,0.00188781014023732,0.00835820895522388,0.0100933636134242,0.00529100529100529,0.00912349299446074,0.00709484690067214,0.00411522633744856,0.00837837837837838,0.00970873786407767,0.00615961435457954
"31","E01000050",0.125393804141255,3.32512262363324,0.81349305248145,0.00399709302325581,0.00441826215022091,0.00730727073438071,0.00575373993095512,0.0047438330170778,0.0103609625668449,0.00745473908413206,0.0129356809198706,0.00664727877025343,0.0154343144292893,0.00655881066899869,0.0156712004730928
"32","E01000052",0.183548863753238,3.33415820011913,0.815703611167074,0.00922291993720565,0.0146948003014318,0.014041095890411,0.0233143240523314,0.0116023831922233,0.0165260196905767,0.0204011065006916,0.0172782623004772,0.011441647597254,0.0134864224530709,0.0161515453639083,0.0237173281703775
"33","E01000055",0.12947937386299,3.32860262437344,0.814344436549111,0.0149511213341001,0.00588581518540318,0.0140921409214092,0.0135338345864662,0.0148698884758364,0.0199546485260771,0.0288808664259928,0.0128600823045267,0.00107584722969338,0.0194174757281553,0.0131645569620253,0.0185654008438819
"34","E01000057",0.0858003517360965,3.29567324633718,0.806288246360925,0.0135306553911205,0.0122186495176849,0.00934033858727379,0.0158013544018059,0.0103000447828034,0.0172018348623853,0.01085776330076,0.00954519932622122,0.0172043010752688,0.012227538543328,0.0129519697787372,0.0237209302325581
"35","E01000058",0.096451961022654,3.2936395268394,0.805790695783277,0.00959232613908873,0.0122116689280868,0.00708103855232101,0.0148401826484018,0.030117852466172,0.0199443413729128,0.0206896551724138,0.0115002613695766,0.00949126803340926,0.00853043815432338,0.00274977085242896,0.00952003173343911
"36","E01000065",0.123163552357399,3.33260028057072,0.815322465304978,0.0433585684790089,0.0119815668202765,0.0124333925399645,0.0351270553064275,0.0525078369905956,0.0353460972017673,0.0559210526315789,0.04,0.0231046931407942,0.0210608424336973,0.031441717791411,0.0335766423357664
"37","E01000066",0.173264196767444,3.28853831069503,0.804542680488095,0.00377296587926509,0.00494108703914861,0.00591615956727519,0.00945247012662743,0.00684931506849315,0.00750853242320819,0.0244240429586004,0.0104327005301864,0.0105916727538349,0.0254063436957551,0.0102964672465826,0.00485201358563804
