"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_poultry_jan","f_poultry_feb","f_poultry_mar","f_poultry_apr","f_poultry_may","f_poultry_jun","f_poultry_jul","f_poultry_aug","f_poultry_sep","f_poultry_oct","f_poultry_nov","f_poultry_dec","f_poultry_weight_jan","f_poultry_weight_feb","f_poultry_weight_mar","f_poultry_weight_apr","f_poultry_weight_may","f_poultry_weight_jun","f_poultry_weight_jul","f_poultry_weight_aug","f_poultry_weight_sep","f_poultry_weight_oct","f_poultry_weight_nov","f_poultry_weight_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,2.64636065817492,0.764969784029824,0.0175654853620955,0.0153580943425795,0.0128735632183908,0.0141555483241132,0.011881485937735,0.0132722389003002,0.011219368172424,0.0132045088566828,0.01203550473898,0.011214953271028,0.0129607810132974,0.0129667239493829,0.0377803184447863,0.0303002588737253,0.0318220398228433,0.0347686143200865,0.0266444007557285,0.0313367156545703,0.0276717929604845,0.0338594486141292,0.0250585113478307,0.0261518368405571,0.027195619881605,0.026046585512991
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,2.63574472312327,0.761901090607916,0.0186421173762946,0.0178129638792677,0.0216041718400795,0.0136307311028501,0.0150925024342746,0.0198278111140099,0.0161253690665455,0.0165816326530612,0.0196124763705104,0.0173425827107791,0.0194752502028672,0.0179554704333254,0.0422314788213638,0.0377875220207265,0.0436758660810523,0.0338019565770774,0.0338190316692919,0.042509529550612,0.0426246016365451,0.043634738472852,0.0414850293180276,0.0381330224010964,0.0402431334643169,0.0375506327039593
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,2.73167110598593,0.789630033809416,0.0150173885551691,0.0155093408530137,0.0134549953603464,0.0129804450438301,0.0153095558546433,0.0144336899303787,0.012751677852349,0.00966593182974394,0.0118228339509441,0.0153263302910281,0.00898371701291409,0.00893521965748325,0.0336590552962163,0.04044919735213,0.031249573114963,0.0327983419742681,0.0385673361318283,0.0403874425427453,0.0369111797697206,0.0277786456737416,0.0286753049734564,0.039732229010863,0.0315012258820915,0.0234342501689161
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,2.74875538117434,0.794568496849521,0.0211966033577494,0.0201347142753676,0.019318400616135,0.0184231915470062,0.019718127747608,0.0194272653939231,0.0227090763519907,0.022808267997149,0.0202173913043478,0.0172793611455321,0.015396512935883,0.0179677819083024,0.0487291593691732,0.0447249412465532,0.0411769925371832,0.0428171446268595,0.0457008248490287,0.0487547538493061,0.0585786707339274,0.0511927619979395,0.0503164961835541,0.0429495467362423,0.0309277640538287,0.0382738338944797
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,2.71269236416487,0.78414394710118,0.0256864481842338,0.018032268269535,0.0229295926625303,0.0205405405405405,0.0157881952878309,0.0135823429541596,0.0186080231996133,0.0164835164835165,0.0157503714710253,0.0223239839725243,0.0162627551020408,0.0148992112182296,0.0612993866811674,0.0480353384040482,0.0600301618785347,0.0437303647240099,0.0404870476446021,0.0368849230628548,0.0530633778020516,0.0396895556386908,0.0388465463379134,0.0617546411670028,0.0457814525698292,0.0401886586183889
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,2.66153190671062,0.769355258352822,0.0210606445064704,0.0141643059490085,0.0129068462401796,0.0134084204880665,0.0154185022026432,0.018626929217669,0.0166816952209197,0.0121293800539084,0.0131147540983607,0.0207585853408508,0.0151929504709815,0.0158122927824535,0.0464252307301432,0.0378988514803521,0.0341358146641518,0.0303839712654554,0.0325471382844779,0.0408952176760226,0.0527881102692728,0.0381629802692197,0.0428691857736858,0.0432910204697006,0.0436181415178938,0.0431590554716943
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,2.76204754758435,0.798410794624217,0.0110677083333333,0.0168251645940015,0.0162381596752368,0.0146568954030646,0.0192669172932331,0.0167890870933893,0.0188067444876783,0.0220994475138122,0.0189155107187894,0.0151331719128329,0.0112517580872011,0.010314875135722,0.037893156270965,0.0555569153844271,0.0589955376240389,0.0388200491994169,0.0515441681534468,0.0587526319019002,0.0515778855581664,0.0518765040451774,0.0607154953714192,0.0502028378347348,0.0367170671182071,0.0255537949529776
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,2.63033927121638,0.760338564591283,0.0131223465843304,0.0108499095840868,0.0170532060027285,0.0198237885462555,0.0181320561067396,0.0187304890738814,0.0173351461590755,0.0156862745098039,0.0182450043440487,0.0249914412872304,0.0194828196953595,0.0215965008201203,0.025564290473018,0.0140363495743863,0.030114294161051,0.0353229895302706,0.0340774295779376,0.0332397265108373,0.0344550411561376,0.0343207171920786,0.0409368236438461,0.0457479250638172,0.0321513838575986,0.0379519309731111
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,2.74178566990863,0.792553798473013,0.0206570433051269,0.0235964198535395,0.0197154978787123,0.0258930712059458,0.0336384439359268,0.0374363581910752,0.0226059654631083,0.0255620572836464,0.0249649368863955,0.0202388852023889,0.0234968901174844,0.0266148325358852,0.0454675974669553,0.055117612536097,0.0423975151628279,0.0555068391017091,0.0681651951976747,0.0939230120267216,0.0579314559121272,0.0674348584734937,0.0515274075526908,0.0425499229492745,0.054629130473886,0.0658816985826499
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,2.79657330195027,0.808390975813498,0.0172700099634673,0.00974279033515199,0.0178691840863115,0.0148809523809524,0.015625,0.0164819551008809,0.0108621860149355,0.0189648360331885,0.015922158337019,0.0128934395145999,0.0122970978848992,0.014822848879248,0.0379128022990897,0.0260699130981427,0.0376962574686002,0.044438406312622,0.0338980092724206,0.0391483141311322,0.0250809942808896,0.0396577582828959,0.0450240155620622,0.0293112796750941,0.0294266725114622,0.0314483351743359
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,2.65820283783549,0.768392941636632,0.0170985840235106,0.0166197183098592,0.0217332975583579,0.0176357123174428,0.0181151112130245,0.0184456468273487,0.0199595755432036,0.0206398348813209,0.0187717886832931,0.0175102599179207,0.0148232611174458,0.0206156452979384,0.0321455497844469,0.0341429159006988,0.0395570710893014,0.0409233376391337,0.051626036958951,0.0468712307315669,0.0497503241583169,0.0412727317900878,0.0404728709855545,0.0332322600587287,0.0363440107407837,0.0453001154708826
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,2.82999919284284,0.818053225158879,0.00866217516843118,0.0230769230769231,0.0190735694822888,0.012448132780083,0.0152542372881356,0.0144508670520231,0.0135746606334842,0.0211062590975255,0.0254545454545455,0.0163584637268848,0.0351351351351351,0.0155786350148368,0.0156394471541362,0.042064952314593,0.0507376489735916,0.0333768252854662,0.0425076746180146,0.0518808171484785,0.0421928184838702,0.0643920324753743,0.0548511242412224,0.0533911037929328,0.0887023470093306,0.0515313775257032
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,2.81811704201549,0.814618513293689,0.0196882690730107,0.0136186770428016,0.0112888052681091,0.0298047276464543,0.0218140068886338,0.0244618395303327,0.0252100840336134,0.0225155279503106,0.0301339285714286,0.0211960635881908,0.0173761946133797,0.0227464195450716,0.0595033380838382,0.041975204776127,0.034047811244346,0.0731084444096991,0.0591829699793019,0.0676327350131745,0.0342032417118045,0.049530037687105,0.0584983660241274,0.0461945756502279,0.0468241095985284,0.0625636504303832
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,2.62900314822062,0.759952338429574,0.0164141414141414,0.0158102766798419,0.0174966352624495,0.0114531138153185,0.0138010350776308,0.0181286549707602,0.0117416829745597,0.0166666666666667,0.0078125,0.013677811550152,0.0144706778370145,0.0181691125087351,0.0373679534457863,0.0380880357960724,0.0348546253445607,0.0369099821406059,0.0329964584584089,0.0483178026894605,0.0321816645789029,0.0522603627604087,0.0175100924574765,0.0351016524581956,0.0394597772002866,0.0467366849159993
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,2.73782004818344,0.791407476717777,0.01,0.0119047619047619,0.0118110236220472,0.01484375,0.0171898355754858,0.0160857908847185,0.021630615640599,0.0235849056603774,0.0107084019769358,0.0122641509433962,0.0129611166500499,0.00325732899022801,0.0290010577080955,0.0414297293363913,0.0265535604208216,0.0301828936446979,0.0339954904796507,0.030811710656797,0.0702447831758256,0.0604217269476262,0.0190389937324425,0.0281670686342086,0.0734337201454945,0.0207672376059529
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,2.77061532251689,0.800887436997024,0.0144404332129964,0.0146198830409357,0.0208964264082374,0.0211640211640212,0.0182348650619985,0.0223993925588459,0.030268634127885,0.0180645161290323,0.021566401816118,0.0203448275862069,0.0240632519766243,0.0173021467478372,0.0290549627537083,0.0309871391915605,0.0477509003118973,0.0403717207446325,0.0372897415698648,0.0505094408010733,0.0679228196243554,0.0433711886386067,0.047621181886352,0.0474175120496442,0.0594064838095435,0.0403242708320405
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,2.86987916756512,0.829581123125537,0.0197663971248877,0.0105052526263132,0.020913358941528,0.0171673819742489,0.0193328278999242,0.0121300339640951,0.0203629924745463,0.0251024590163934,0.0139826422372228,0.0175189393939394,0.0163141993957704,0.0195348837209302,0.0502139863683298,0.0273034292927859,0.0577374846372659,0.0468805346693008,0.0460720348397346,0.0454320781449224,0.0604527358161469,0.0762324241910893,0.0331072393893675,0.0400722312227908,0.0600740307286196,0.0632546340321777
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,2.85151288466212,0.824272076748074,0.0193846701049262,0.0171188630490956,0.0201865728704695,0.0206489675516224,0.0241770249965852,0.0211914641375222,0.0259761476882862,0.0214209210996073,0.025292168149311,0.0263114071606994,0.021122000675904,0.0213469633193025,0.0474856703505538,0.0372087455827232,0.0502235785736341,0.0534290841556372,0.0523692433682107,0.0592825066632879,0.0647024845005771,0.0568506200506095,0.0625733767180482,0.0549531337228068,0.0468348131353295,0.0478886999235267
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,2.80044077495585,0.809508926226144,0.0108695652173913,0.0178426601784266,0.00807217473884141,0.0241090146750524,0.020896821941663,0.0176807072282891,0.0168569874932028,0.0161117078410312,0.0158730158730159,0.0201892744479495,0.0166374781085814,0.0183104452767374,0.0190927654570576,0.042157655020689,0.0252102672405867,0.0579715045786142,0.0561572177422979,0.0578152027651096,0.0482934466960652,0.0474600991490568,0.0395393852324846,0.0481680246593143,0.0379553682363233,0.0445785445492999
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,2.86050526697746,0.826871458180242,0.0210631895687061,0.0162055335968379,0.0207357859531773,0.0269709543568465,0.0219653179190751,0.0205635948210206,0.0194391332058636,0.0247272727272727,0.0232002729443876,0.0192065491183879,0.0161648177496038,0.0126230749810654,0.0444568778477283,0.0391582424839116,0.0548586968718584,0.0857728711799347,0.0566279485379471,0.0745668247297571,0.051653403258455,0.068980630671448,0.0539382598989178,0.0483462441025304,0.0358490490910322,0.0389394006483899
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,2.77239333064868,0.801401396608832,0.0251322751322751,0.0193050193050193,0.0195503421309873,0.0202578268876611,0.0146252285191956,0.00714285714285714,0.00830367734282325,0.00752823086574655,0.0256204963971177,0.00875912408759124,0.0126262626262626,0.0150842945874002,0.0725604875872632,0.0448684360796339,0.0487750679596516,0.0543645594754486,0.0436463668677854,0.0213305326913253,0.0256954381736746,0.0201511483517639,0.0676224046483115,0.0439951828911813,0.0353123959505465,0.0553227522417873
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,2.81289206557751,0.813108156387127,0.031970421922575,0.0279605263157895,0.0297367892304601,0.0286314683477804,0.0278407919158589,0.0256410256410256,0.0280395852968897,0.0334963325183374,0.0232846172900669,0.0199752883031301,0.0206040079029071,0.0205864004990643,0.0688452676544619,0.0642604335989918,0.06624356964496,0.0519397377878376,0.0593480892609079,0.0578224756825353,0.0615392447693265,0.0702262615554836,0.0642048602341355,0.0474993956409489,0.0521848113704396,0.0575076058321978
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,2.72905981619385,0.788875201779202,0.0190923317683881,0.0217494089834515,0.0220689655172414,0.0196198651134273,0.0244506344784896,0.0306021717670286,0.0257917074763304,0.0344827586206896,0.0290443472829482,0.0346072825759856,0.0344324482054275,0.0193518302634647,0.0411583157534843,0.0441154791540116,0.0416884611818878,0.0507680835012223,0.0519203239318044,0.0662789495065446,0.0617841718083413,0.0539047756847013,0.0561172846522299,0.0639536390787577,0.0664231963619916,0.0427386540448158
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,2.79739844745571,0.808629496355714,0.0177481974486966,0.0178355501813785,0.0193223928004235,0.0210766163486186,0.0246376811594203,0.0195767195767196,0.0259805146140395,0.0247009880395216,0.0201912858660999,0.0164225477141589,0.0156537753222836,0.0162667751118341,0.0369158167148729,0.0445944703445583,0.0461189176153109,0.0459920708032235,0.0643345136005749,0.0407607804937492,0.0612574134713338,0.0535199133111285,0.0450803032055528,0.0315145802437898,0.0372166168019375,0.0362751934756651
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,2.83586143428416,0.819747792962947,0.0163117353874037,0.0181772279727342,0.0215627668659266,0.0202143205065757,0.020516366989396,0.017304189435337,0.0187762314998896,0.0223427331887202,0.0134180790960452,0.0230753094189218,0.0217869718309859,0.0165367800798327,0.0437786880592907,0.049019381939932,0.0527372989398459,0.0526105671743264,0.0501387840807877,0.0450725360031539,0.0492666594280996,0.0635691199411304,0.0343099490100458,0.0558229463131133,0.0688370745283827,0.0485232959248329
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,2.84440956228492,0.822218756098829,0.0277905374368397,0.0276166163843119,0.0290747028862479,0.0288903479973736,0.028910587784798,0.0226530612244898,0.0316388947479435,0.0248150799331902,0.0289687137891078,0.0241673436230707,0.028328611898017,0.0233551977738024,0.0576062234521867,0.0599153301943532,0.0599451651375183,0.0659955551443469,0.069978996653481,0.0564789419192513,0.0870040784042715,0.0636744606816537,0.0630652988550802,0.0549729739013389,0.0651351055853961,0.0579687714771139
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,2.83073449174905,0.818265774209493,0.0237063471832781,0.0230414746543779,0.0191815856777494,0.0227135069654755,0.0218023255813953,0.0245707519242155,0.0223820943245404,0.0290253589978613,0.0248710949347892,0.0218818380743982,0.0196581196581197,0.0207305034550839,0.0573282107522333,0.0564109094349953,0.0462876641485821,0.0638665995093123,0.060575553480701,0.0642406824695343,0.0679354724836856,0.081923096929996,0.0641787108662887,0.0644415872181345,0.0553960202894817,0.0647044588702475
