"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_eggs_jan","f_eggs_feb","f_eggs_mar","f_eggs_apr","f_eggs_may","f_eggs_jun","f_eggs_jul","f_eggs_aug","f_eggs_sep","f_eggs_oct","f_eggs_nov","f_eggs_dec","f_eggs_weight_jan","f_eggs_weight_feb","f_eggs_weight_mar","f_eggs_weight_apr","f_eggs_weight_may","f_eggs_weight_jun","f_eggs_weight_jul","f_eggs_weight_aug","f_eggs_weight_sep","f_eggs_weight_oct","f_eggs_weight_nov","f_eggs_weight_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,2.64636065817492,0.764969784029824,0.00924499229583975,0.00736561667450243,0.00919540229885058,0.0131793036121054,0.0132350729432997,0.012324221835993,0.0121051077649838,0.0123993558776167,0.0133894990221152,0.0143302180685358,0.016663861302811,0.0135916263083893,0.0201954669683904,0.0169492292548691,0.020181213432874,0.0295325305916282,0.0291349708440065,0.0250772091515161,0.0264238665331935,0.0267125397447917,0.0268751569514462,0.0285396029587475,0.0331756067805914,0.0267326788844742
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,2.63574472312327,0.761901090607916,0.0096662830840046,0.0131123206333498,0.0146511050409734,0.01090458488228,0.0121713729308666,0.0106965823115053,0.0127186009538951,0.013265306122449,0.00968809073724008,0.0114727854855923,0.0105490938598864,0.0117309073497726,0.0230053893475379,0.033148518784608,0.037812141180016,0.0295035693610233,0.0333395906532605,0.0274126872803012,0.0304173397271196,0.0328141586960066,0.0250447646180552,0.0294204531471267,0.0266562145518019,0.0282723198243197
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,2.73167110598593,0.789630033809416,0.00916851090736642,0.00810715544589355,0.00726879059696876,0.0091031692515172,0.00858008075370121,0.00916963830871116,0.00939597315436242,0.00847888756995082,0.00882301041115229,0.010848975374548,0.0110424854950402,0.00893521965748325,0.0190668800095943,0.0165012138473305,0.01748838793279,0.0208365937248292,0.0197831753232842,0.0207679248791422,0.0191594774990736,0.0186909250645027,0.0196169464261193,0.0233435594728537,0.0235140189407213,0.0183511386506431
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,2.74875538117434,0.794568496849521,0.0120567835612886,0.011515897733034,0.00975547140748347,0.0110403684638309,0.01066718386346,0.0102850228556063,0.0104811121624572,0.0102953987487131,0.00963768115942029,0.0126669420349718,0.0135686164229471,0.0131488365689109,0.0273142886931864,0.0273299877148279,0.0253502050416369,0.0293476013843782,0.026491659979059,0.0276422906432252,0.0265916794634959,0.0255179432466919,0.0225902210306476,0.0276141338026863,0.0285217687278503,0.0275291668897423
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,2.71269236416487,0.78414394710118,0.0138765869501033,0.0129705789307181,0.015646074993256,0.012972972972973,0.014816614039349,0.0123696337618239,0.0176413726437893,0.0172327672327672,0.0199108469539376,0.00973096737263881,0.015625,0.0148992112182296,0.0363370876405256,0.0387378068631855,0.0421691174659276,0.0312611292148346,0.0425997165122845,0.0341318672107326,0.0530800347167117,0.0475856842144358,0.0575385336738643,0.0220637529312261,0.0361156237976332,0.0384559854981276
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,2.66153190671062,0.769355258352822,0.0134483633595534,0.0169971671388102,0.0115039281705948,0.00992223116116921,0.0134605971610377,0.0117083555082491,0.0103697024346258,0.0113207547169811,0.0113263785394933,0.0151204510507432,0.0121543603767852,0.0155572558020913,0.0337784268629885,0.0455203835962356,0.0354090866143244,0.0288569572762537,0.042429259087181,0.0289547523133023,0.0318688671756487,0.0362353388038548,0.0308400928698829,0.038609680888966,0.0349046706581573,0.0390961248500251
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,2.76204754758435,0.798410794624217,0.0123697916666667,0.00877834674469642,0.0054127198917456,0.0139906728847435,0.0136278195488722,0.00786988457502623,0.00907911802853437,0.0117403314917127,0.00819672131147541,0.0108958837772397,0.00984528832630099,0.00922909880564604,0.0270540325502037,0.0264692271042609,0.0198539808274936,0.0434112502148711,0.0422529447094778,0.027306795927891,0.0295610567975163,0.0331158942367457,0.0247635240468623,0.0236757466053059,0.0272439548258904,0.0252876095888841
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,2.63033927121638,0.760338564591283,0.0119644924739483,0.0103978300180832,0.0129604365620737,0.013215859030837,0.0133424563804311,0.0117932708983698,0.0112168592794018,0.0124777183600713,0.0121633362293658,0.0130092434097912,0.0113354587318456,0.0153089119737562,0.0342171885409727,0.0275216294843294,0.030952987315711,0.0337872073767805,0.0362573465888999,0.0296643665220776,0.0338915367874887,0.0382796150010392,0.0305542846232837,0.0270156894634738,0.0221529347909448,0.0357164476714204
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,2.74178566990863,0.792553798473013,0.0119462419113987,0.010035259018172,0.0109807836286499,0.00839127307600096,0.0121281464530892,0.0113806528900869,0.0116169544740973,0.0113951339698183,0.0115007012622721,0.0145985401459854,0.0131306150656531,0.0176435406698565,0.028264523832313,0.0243275544936923,0.0265103756915315,0.019920348234875,0.0298117693650458,0.031585697740825,0.0332413343695366,0.0278561788686869,0.0288255519201681,0.0313003570096958,0.0315051547280082,0.0395135469775806
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,2.79657330195027,0.808390975813498,0.0112919295914978,0.0113016367887763,0.0107889413351315,0.00967261904761905,0.00988520408163266,0.0113668655868144,0.0125594025797692,0.0106677202686685,0.00928792569659443,0.012514220705347,0.0103295622233153,0.0104844540853218,0.0300531349892877,0.0328490566523848,0.027521947911215,0.0284567361225219,0.0273593069762177,0.0297218545357191,0.0296841189516559,0.0310304292340811,0.0278680756873437,0.0347337542258578,0.0312894124402547,0.0266100300102005
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,2.65820283783549,0.768392941636632,0.0128239380176329,0.0126760563380282,0.00939093104373491,0.0118489942132819,0.010089429030039,0.00909985243482538,0.0103587670540677,0.0121259029927761,0.0152855993563958,0.0125854993160055,0.0114025085518814,0.0118610561988139,0.0348097659886286,0.0370635391787117,0.0256518492627536,0.0315767076321317,0.0290548053792504,0.0250366729950827,0.0308787064176342,0.031619960740698,0.0400867539829053,0.0292505066046966,0.0274406581385857,0.0339412629875331
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,2.82999919284284,0.818053225158879,0.0105871029836381,0.0105769230769231,0.0127157129881926,0.00829875518672199,0.0186440677966102,0.00867052023121387,0.00904977375565611,0.00946142649199418,0.00818181818181818,0.0085348506401138,0.00900900900900901,0.00593471810089021,0.0332553079596193,0.031844706702086,0.033811098860713,0.0219006416145598,0.0433640463509837,0.020259127135128,0.0241615458211851,0.0251422252615344,0.0195141297455964,0.0199670021911447,0.0186455557540962,0.0127483679265049
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,2.81811704201549,0.814618513293689,0.00574241181296144,0.00389105058365759,0.00564440263405456,0.0113052415210689,0.0183696900114811,0.00684931506849315,0.0053475935828877,0.00698757763975155,0.0100446428571429,0.0128690386071158,0.00608166811468288,0.00926705981465881,0.0170970682089911,0.0162834846114286,0.018639861343483,0.0278830994540645,0.04699187586725,0.0184662757715152,0.0147817131047414,0.0190035479819995,0.0265225069181794,0.0375310152139615,0.0146795841988956,0.0233110858285424
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,2.62900314822062,0.759952338429574,0.00568181818181818,0.0118577075098814,0.00605652759084791,0.0078740157480315,0.00920069005175388,0.00760233918128655,0.00717547292889759,0.00625,0.00716145833333333,0.00835866261398176,0.00837776085300838,0.0111809923130678,0.0116711240106687,0.027306027950915,0.0167814799587176,0.0257181518999897,0.0258762262384934,0.0177856942415192,0.0242957438750838,0.0180125331205453,0.0209892654899351,0.0136241819260273,0.0202519189980449,0.0309180320565242
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,2.73782004818344,0.791407476717777,0.00454545454545455,0.00873015873015873,0.00866141732283465,0.0125,0.00896860986547085,0.0100536193029491,0.00748752079866888,0.00566037735849057,0.00906095551894563,0.0132075471698113,0.00598205383848455,0.012214983713355,0.0130590674603932,0.0293195007611385,0.0244954064364886,0.0396651301436959,0.0263066099870982,0.0286325475933351,0.0230490694795678,0.0194908796605246,0.0216147516356963,0.0296566732254408,0.0176937074214951,0.0308846097729555
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,2.77061532251689,0.800887436997024,0.0124348174889691,0.00950292397660819,0.0121138703815869,0.0109347442680776,0.0142231947483589,0.0106302201974184,0.00756715853197125,0.0103225806451613,0.00718880060537268,0.0124137931034483,0.0110003437607425,0.00993271387375841,0.0300674069308869,0.0256361630023263,0.0330740265233488,0.0311453669158735,0.0400961975300409,0.0269630845881115,0.0205319181807392,0.029303301669762,0.0191614126977665,0.0287931760172839,0.027014130383036,0.0270467670214906
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,2.86987916756512,0.829581123125537,0.00943396226415094,0.00900450225112556,0.0115236875800256,0.0100143061516452,0.0109931766489765,0.00921882581271228,0.00752545374059318,0.0107581967213115,0.0106075216972035,0.00946969696969697,0.00845921450151057,0.00697674418604651,0.0227309858854784,0.0235694627720976,0.0310237736841021,0.0254072087449919,0.0264870273103905,0.0246169323709262,0.0176320479463762,0.0263420942230989,0.0258781802547802,0.0219945029680625,0.0193150729741111,0.018419472054591
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,2.85151288466212,0.824272076748074,0.0122710296994487,0.0127583979328165,0.0091757149411225,0.0117994100294985,0.011747029094386,0.010077059869591,0.0130697598431629,0.0128525526597644,0.0143031571603,0.0141548709408826,0.0119972963839135,0.0153337342152736,0.0355520688066191,0.0339804264168337,0.0262507714336801,0.0355393302211183,0.030761087380118,0.0322844951399364,0.0378966043583107,0.0386963337657489,0.042047418650434,0.0335658731725491,0.0297613809280751,0.0388451203739721
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,2.80044077495585,0.809508926226144,0.0152173913043478,0.0117599351175994,0.0175688509021842,0.0141509433962264,0.0169786678276012,0.0140405616224649,0.0168569874932028,0.014500537056928,0.0158730158730159,0.0138801261829653,0.0144483362521891,0.0137328339575531,0.0423139105792436,0.032110179955645,0.053006397356505,0.0436103089121695,0.0519959378975924,0.0445104138186552,0.0482104647877404,0.0452998463602032,0.0469132898739126,0.0394420100666188,0.0382771424602214,0.0354351399609758
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,2.86050526697746,0.826871458180242,0.0153794717485791,0.0102766798418972,0.0107023411371237,0.0152143845089903,0.0138728323699422,0.0114242193450114,0.0127469725940089,0.0123636363636364,0.00511770726714432,0.0103904282115869,0.00919175911251981,0.0133804594799293,0.0382754832339714,0.0297791574087875,0.02847257968442,0.0353537507586818,0.0338750791147183,0.0304639763479685,0.0414781665963027,0.0350686329556999,0.0147249848982209,0.0258927324554558,0.023027804580874,0.029946166007723
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,2.77239333064868,0.801401396608832,0.0145502645502645,0.0115830115830116,0.010752688172043,0.0110497237569061,0.0164533820840951,0.0153061224489796,0.0118623962040332,0.0125470514429109,0.0216172938350681,0.0145985401459854,0.0101010101010101,0.0159716060337178,0.0410685755148432,0.0473486008880558,0.0353220211658506,0.0273334778551703,0.046061391197956,0.0400394356663984,0.0330369919375816,0.0321266879436693,0.0577707294970548,0.0538826489787891,0.0225855933490805,0.044665150946498
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,2.81289206557751,0.813108156387127,0.00674206176598521,0.00892857142857143,0.00663050030138638,0.0086682427107959,0.0065992988244999,0.00641025641025641,0.00636192271442036,0.0105134474327628,0.0104037651721575,0.00844316309719934,0.00931414055884843,0.0116448326055313,0.0158433383447119,0.0197201429992084,0.0169032955616832,0.0174908128128845,0.0155893106363661,0.0159127730425144,0.0165508227391672,0.0268675279630371,0.0283785356108054,0.0161213014079953,0.0189462216760564,0.0271760354529586
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,2.72905981619385,0.788875201779202,0.0131455399061033,0.0104018912529551,0.0113103448275862,0.0104230533415083,0.011142061281337,0.0138203356367226,0.0111002285341169,0.0136494252873563,0.00999375390381012,0.0120373156786037,0.0105048147067406,0.0100256470039636,0.0337685591640004,0.0266606166234695,0.0256912852865151,0.0290251315997602,0.0325870446622134,0.0358491234085691,0.0294966580963656,0.0347802193664203,0.0304242572431111,0.0261289186897648,0.0255566075634174,0.0210094430443337
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,2.79739844745571,0.808629496355714,0.0110926234054354,0.0108827085852479,0.0129698253043939,0.0116775847336941,0.00966183574879227,0.0126984126984127,0.00924306769922558,0.0143005720228809,0.012221041445271,0.0117620949844652,0.0113566605279312,0.0140300935339569,0.0231257825096853,0.026360593901463,0.0332078223066022,0.031654049350374,0.0270587765395163,0.0350534999704995,0.0274231267986865,0.0371824401833827,0.0347926539039066,0.0273370299779142,0.0285240401129872,0.0352453576909431
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,2.83586143428416,0.819747792962947,0.0108744902582691,0.0100984599848523,0.0106746370623399,0.00925474914758889,0.00714615029967727,0.00774134790528233,0.00861497680583168,0.00824295010845987,0.00800376647834275,0.00713236836584854,0.00990316901408451,0.00988405246150922,0.0237219492181064,0.0232123889548257,0.027937609419189,0.0249020716151958,0.0173506218852353,0.0181963701969649,0.0205092734087217,0.0202628950321638,0.0193216503340377,0.0149330909808195,0.0236004719148472,0.0232178374906161
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,2.84440956228492,0.822218756098829,0.0146991272393202,0.0150847064284057,0.0108234295415959,0.0131319763624425,0.0132107983917289,0.0136734693877551,0.0105462982493145,0.0128847530422334,0.0148319814600232,0.0142160844841592,0.0136331444759207,0.0154044921486782,0.0313767162730172,0.0355772332848689,0.0270252030423305,0.0310360430011584,0.030431043744143,0.0341169630923615,0.0284646602061392,0.0354925127024818,0.0349297577878748,0.0331087748636614,0.029323856356093,0.0347662455139457
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,2.83073449174905,0.818265774209493,0.0152944175375988,0.0132827324478178,0.0107416879795396,0.0151423379769836,0.0133720930232558,0.0106571936056838,0.0130562216893152,0.0109990834097159,0.0103124052168638,0.0131291028446389,0.0150997150997151,0.0113524185587364,0.0353132906249763,0.0273839366189297,0.024202477724402,0.0342386821021794,0.0348853851107984,0.0253262670709088,0.0305253257445157,0.0245776273070473,0.0275014022096521,0.0286951701018451,0.0347147358326066,0.0257278242342778
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,2.8487429055218,0.823471373208973,0.0124393203883495,0.0119128658951668,0.00895255147717099,0.011738578680203,0.0115755627009646,0.0114517916512745,0.013676844783715,0.0108830845771144,0.0153321976149915,0.0140620006391818,0.0153942821237826,0.013953488372093,0.0365525617874306,0.0334365713272887,0.0247572033762174,0.0352555081290787,0.0276152049466507,0.0300077480943322,0.0412576388139754,0.0299296938602837,0.039419537976901,0.0341097675677147,0.0347342208668949,0.0392906364930823
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,2.65039693846749,0.766136530691566,0.0174358974358974,0.0134803921568627,0.0171717171717172,0.0146455770357352,0.0110998990918264,0.00748416810592976,0.0130533484676504,0.0119904076738609,0.0117716303708064,0.0132391879964696,0.0138150903294368,0.0135039090262971,0.0425426935281928,0.0320797587051281,0.041981416911779,0.0360029569826738,0.024990250402309,0.0202140122375382,0.0340772182858814,0.026835708334287,0.0234126166459467,0.027890275493481,0.0368408622470328,0.0309778803028963
