"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_dairy_jan","f_dairy_feb","f_dairy_mar","f_dairy_apr","f_dairy_may","f_dairy_jun","f_dairy_jul","f_dairy_aug","f_dairy_sep","f_dairy_oct","f_dairy_nov","f_dairy_dec","f_dairy_weight_jan","f_dairy_weight_feb","f_dairy_weight_mar","f_dairy_weight_apr","f_dairy_weight_may","f_dairy_weight_jun","f_dairy_weight_jul","f_dairy_weight_aug","f_dairy_weight_sep","f_dairy_weight_oct","f_dairy_weight_nov","f_dairy_weight_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,2.64636065817492,0.764969784029824,0.154237288135593,0.133051245886225,0.148659003831418,0.137813211845103,0.144833809595428,0.136988465792384,0.127989371124889,0.138325281803543,0.139912742590642,0.139252336448598,0.144925096785053,0.122793313544759,0.0746751433378816,0.0800055124012641,0.0843199769987731,0.0800420685806462,0.0927300003553246,0.0859278081678397,0.0814289912342526,0.0854641366901026,0.0794390900519775,0.0740396814071586,0.0751703956970233,0.0662794941668826
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,2.63574472312327,0.761901090607916,0.113693901035673,0.108857001484414,0.118947107027564,0.115985130111524,0.12317429406037,0.114792590660057,0.107199636611401,0.116581632653061,0.106805293005671,0.108858057630736,0.103327021909656,0.108929853962174,0.0837212700425116,0.0810394051339495,0.0832327911816211,0.0827799576051613,0.099024239185501,0.0933315923407627,0.0880443724464989,0.0797850033029526,0.0690296324785146,0.0855718330024534,0.0692880271799275,0.0765008852012018
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,2.73167110598593,0.789630033809416,0.138950363578881,0.13623545999295,0.123724095267553,0.125758597437626,0.123654104979812,0.12888436067244,0.13238255033557,0.12413091402408,0.129698253043939,0.126226967453074,0.117536964252293,0.114296351451973,0.0727071198400256,0.0814493194752614,0.0698368036373306,0.0690147108864293,0.0688576354141775,0.0796801417585281,0.0845420528641917,0.0670713091240733,0.0614169226989555,0.0622931247490545,0.0580629163132684,0.0583437327928019
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,2.74875538117434,0.794568496849521,0.126142477474558,0.128920112986166,0.116680572492138,0.116025467353021,0.105443496250323,0.12052971228825,0.119077079845695,0.10992318048626,0.113985507246377,0.114071320391023,0.116704161979753,0.102918904034146,0.0767055087300208,0.087165024467254,0.0778011465252218,0.0825024116580024,0.0694722805392015,0.0848592710681106,0.0777829283883739,0.0690623338620238,0.0720529311734432,0.067429940110098,0.0726295138967313,0.0545508684139267
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,2.71269236416487,0.78414394710118,0.109831709477414,0.112938943372351,0.0987321284057189,0.102972972972973,0.107845518581491,0.0994421537715256,0.0993233446109232,0.107642357642358,0.107875185735513,0.0998855180309101,0.10905612244898,0.0946538124452235,0.0512195376543809,0.06045799443476,0.0659040766194967,0.0552912034685948,0.0522361478919247,0.0407942269296002,0.0496681433638436,0.0472741527330238,0.0360671244319543,0.0402928680332993,0.0558441332546853,0.0473830026029459
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,2.66153190671062,0.769355258352822,0.0981984267952296,0.116501416430595,0.113355780022447,0.106999195494771,0.0983847283406755,0.103246407663651,0.0946798917944094,0.104582210242588,0.107004470938897,0.0825217837006663,0.0826496505621392,0.075235909206835,0.0528034677722643,0.0734625212028239,0.0679947432058057,0.0619629165309403,0.0580317532132452,0.0574078738773406,0.0501938814102431,0.0572331775475628,0.053880680471458,0.046235429772747,0.0474652733731728,0.03982694130147
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,2.76204754758435,0.798410794624217,0.142578125,0.128749085588881,0.12043301759134,0.131912058627582,0.114661654135338,0.124868835257083,0.102464332036316,0.140193370165746,0.10718789407314,0.11319612590799,0.10267229254571,0.110749185667752,0.0732647716440468,0.068449990522309,0.0861322924998159,0.067845859955501,0.0633388601364851,0.0882985398109763,0.0586704863384038,0.0699889740275687,0.0492421778442724,0.0623884904660533,0.0368986934837131,0.063697787925684
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,2.63033927121638,0.760338564591283,0.139714395986106,0.11121157323689,0.104024556616644,0.108296622613803,0.109134450906603,0.0960804717308359,0.105710401087695,0.109447415329768,0.0899218071242398,0.09380349195481,0.095997166135317,0.10196828868234,0.0721652231845436,0.067722639311526,0.0449778573770112,0.0590994569032186,0.0583754470620359,0.0428944097203985,0.0518815492143855,0.0536248369233202,0.0410006730663514,0.035970010322075,0.041158420719102,0.0506175328012071
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,2.74178566990863,0.792553798473013,0.117471378795421,0.0998101437483048,0.0893436486149239,0.0781587149364661,0.0894736842105263,0.0982330038933813,0.104866562009419,0.0948567908838928,0.0948106591865358,0.103516921035169,0.0770559778852799,0.0744617224880383,0.0895262031278877,0.0598738084432379,0.0601502101934971,0.0407391163748312,0.0509078990878102,0.0540374087695206,0.0754040749159775,0.0542492310303055,0.0500425449297241,0.0522216692563605,0.0447460711456405,0.0391317017068384
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,2.79657330195027,0.808390975813498,0.11391564264364,0.097817614964926,0.101483479433581,0.10453869047619,0.107780612244898,0.0977550440466042,0.0964019008825526,0.0912682734097195,0.0919946926138877,0.0925293894577171,0.0811608460403345,0.0860448300795372,0.0731803804861456,0.0654163199266242,0.0528734973878121,0.062799120839847,0.0620522847909662,0.0550435868608218,0.0717512244326526,0.0534521663137823,0.0573682145687617,0.0468889227643547,0.0486744719574895,0.0438052706014411
